Time (s),Volume (m^3),NH2_X(8),NH_X(9),H2O_X(10),N2O_X(11),H_X(12),He,NOX,OX,NX,OHX,NH3X,Ar,Ne,X(1),O2(2),H2O(3),N2(4),NO(5),NH3(6),N2O(7),H2(13)
1.7947975124307604e-05,0.0505958752244895,6.104047676769873e-08,4.008448809785659e-06,7.15144943838491e-07,1.3155174966635108e-30,3.010892525260388e-05,0.938,2.244378091518072e-15,0.019218816755514213,0.0005440660007346216,4.490156153531874e-09,1.5388907473440156e-06,0.0,0.0,0.014169414275110119,2.4364538131392924e-08,0.05078041488030757,3.191157311959879e-16,4.981738782671176e-26,0.0014503256192285958,1.6453365197877293e-28,2.3951237198905593e-05
1.79550239603127e-05,0.0505958752244895,6.099028976530398e-08,4.008230097892855e-06,7.151627434958786e-07,1.3174985865319398e-30,3.0110107630607207e-05,0.938,2.2458300538742648e-15,0.019218247301626253,0.000544441526334813,4.4899547001164485e-09,1.5385118044875907e-06,0.0,0.0,0.014169607651263433,2.4251818840458773e-08,0.0507809845420359,3.197856515006844e-16,4.9883188397019864e-26,0.0014499507414701528,1.6479217279907497e-28,2.394401117753255e-05
1.7962072796317797e-05,0.0505958752244895,6.094016769542885e-08,4.0080106712604294e-06,7.151805402303528e-07,1.3194809334986554e-30,3.011129587671586e-05,0.938,2.2472816978442903e-15,0.019217677930701373,0.0005448170027571084,4.489752208535752e-09,1.5381329027823608e-06,0.0,0.0,0.01416980098837607,2.4139617975291775e-08,0.050781554119768264,3.2045649653034255e-16,4.9949030793491225e-26,0.0014495759134982623,1.650508678476425e-28,2.393679177240302e-05
1.797617046832799e-05,0.0505958752244895,6.084011787309976e-08,4.007569678498539e-06,7.152161249211865e-07,1.3234493945567372e-30,3.0113689933897056e-05,0.938,2.2501840299390067e-15,0.019216539438096845,0.0005455678078271127,4.489344119061528e-09,1.53737522306968e-06,0.0,0.0,0.014170187545399103,2.3916762054673183e-08,0.05078269302290803,3.2180096283004525e-16,5.008084102331091e-26,0.0014488264071505497,1.6556878005535934e-28,2.3922372810743914e-05
1.7990268140338183e-05,0.0505958752244895,6.074032634331272e-08,4.007125840922453e-06,7.152516978923017e-07,1.3274228714935527e-30,3.0116107345656748e-05,0.938,2.2530850864342605e-15,0.019215401278410503,0.0005463184154641276,4.48893190144287e-09,1.536617708693155e-06,0.0,0.0,0.014170573946019397,2.3695951541672402e-08,0.05078383158905463,3.2314913422210637e-16,5.0212818432896243e-26,0.001448077100657011,1.6608738745284104e-28,2.3907980313582975e-05
1.8004365812348375e-05,0.0505958752244895,6.06407921532502e-08,4.006679167920836e-06,7.152872591251008e-07,1.331401355958943e-30,3.0118548033844246e-05,0.938,2.255984865971074e-15,0.019214263452348865,0.0005470688251897064,4.48851557196191e-09,1.535860360138224e-06,0.0,0.0,0.014170960190078111,2.3477167779035643e-08,0.05078496981753889,3.245010148271469e-16,5.034496293889459e-26,0.0014473279944871734,1.666066888899687e-28,2.3893614280440906e-05
1.8018463484358568e-05,0.0505958752244895,6.054151435465272e-08,4.0062296688487155e-06,7.153228086010783e-07,1.3353848395968425e-30,3.0121011920646997e-05,0.938,2.2588833671994214e-15,0.019213125960615085,0.0005478190365274532,4.4880951468493525e-09,1.5351031778884013e-06,0.0,0.0,0.01417134627741741,2.32603922785848e-08,0.05078610770769461,3.258566087593976e-16,5.0477274457875807e-26,0.0014465790891085412,1.6712668321559997e-28,2.3879274710705267e-05
1.803256115636876e-05,0.0505958752244895,6.044249200379036e-08,4.005777353027649e-06,7.153583463018197e-07,1.339373314045346e-30,3.0123498928588737e-05,0.938,2.2617805887781642e-15,0.019211988803908994,0.000548569049003015,4.487670642284642e-09,1.5343461624253889e-06,0.0,0.0,0.014171732207880433,2.3045606719696178e-08,0.050787245258858624,3.2721592012669684e-16,5.060975290633278e-26,0.0014458303849866092,1.676473692775824e-28,2.3864961603631324e-05
1.8046658828378954e-05,0.0505958752244895,6.034372416143691e-08,4.005322229745895e-06,7.153938722090024e-07,1.3433667709368135e-30,3.012600898052759e-05,0.938,2.2646765293750263e-15,0.019210851982927102,0.0005493188621440739,4.4872420743960975e-09,1.5335893142290807e-06,0.0,0.0,0.0141721179813113,2.283279294779234e-08,0.050788382470370715,3.285789530304886e-16,5.074239820068192e-26,0.0014450818825848648,1.6816874592276628e-28,2.385067495834292e-05
1.8060756500389147e-05,0.0505958752244895,6.024520989284394e-08,4.00486430825858e-06,7.154293863043941e-07,1.3473652018979607e-30,3.0128541999654275e-05,0.938,2.267571187666558e-15,0.019209715498362628,0.0005500684754803391,4.486809459261064e-09,1.5328326337775433e-06,0.0,0.0,0.014172503597555109,2.2621932972847192e-08,0.050789519341573656,3.299457115658212e-16,5.0875210257263766e-26,0.001444333582364802,1.6869081199701792e-28,2.3836414773833342e-05
1.807485417239934e-05,0.0505958752244895,6.014694826771478e-08,4.004403597787865e-06,7.154648885698526e-07,1.3513685985499243e-30,3.01310979094902e-05,0.938,2.2704645623380857e-15,0.01920857935090548,0.0005508178885435385,4.48637281290605e-09,1.5320761215470331e-06,0.0,0.0,0.01417288905645792,2.2413008967904542e-08,0.05079065587181319,3.3131619982134556e-16,5.100818899234345e-26,0.0014435854847859235,1.692135663452324e-28,2.3822181048966123e-05
1.8088951844409532e-05,0.0505958752244895,6.004893836017893e-08,4.0039401075231e-06,7.155003789873257e-07,1.3553769525083466e-30,3.0133676633885716e-05,0.938,2.2733566520836835e-15,0.01920744354124232,0.0005515671008674109,4.485932151306865e-09,1.5313197780120063e-06,0.0,0.0,0.014173274357866764,2.220600326761e-08,0.05079179206043799,3.326904218793134e-16,5.114133432211124e-26,0.0014428375903057524,1.6973700781134657e-28,2.380797378247592e-05
1.8103049516419725e-05,0.0505958752244895,5.995117924876633e-08,4.003473846621005e-06,7.155358575388508e-07,1.3593902553834636e-30,3.0136278097018233e-05,0.938,2.2762474556061315e-15,0.01920630807005653,0.0005523161119876982,4.485487490388772e-09,1.5305636036451208e-06,0.0,0.0,0.014173659501629623,2.200089836675613e-08,0.050792927906799686,3.34068381815576e-16,5.1274646162683094e-26,0.0014420898993798398,1.7026113523835178e-28,2.3793792972969335e-05
1.8117147188429918e-05,0.0505958752244895,5.985367001638214e-08,4.003004824205814e-06,7.155713242065546e-07,1.363408498780185e-30,3.0138902223390475e-05,0.938,2.2791369716168757e-15,0.019205172938028255,0.0005530649214421375,4.48503884602663e-09,1.5298075989172433e-06,0.0,0.0,0.01417404448759544,2.1797676918840487e-08,0.05079406341025283,3.3545008369958246e-16,5.140812443010112e-26,0.0014413424124617702,1.707859474683069e-28,2.3779638618925747e-05
1.813124486044011e-05,0.0505958752244895,5.975640975028135e-08,4.002533049369449e-06,7.156067789726518e-07,1.3674316742981707e-30,3.0141548937828622e-05,0.938,2.282025198835991e-15,0.0192040381458344,0.0005538135287704531,4.484586234045031e-09,1.529051764297459e-06,0.0,0.0,0.014174429315614101,2.1596321734636516e-08,0.050795198570154895,3.3683553159437854e-16,5.1541769040334174e-26,0.0014405951300031714,1.7131144334235096e-28,2.376551071869813e-05
1.8145342532450303e-05,0.0505958752244895,5.965939754204387e-08,4.0020585311716705e-06,7.156422218194462e-07,1.371459773531916e-30,3.014421816548062e-05,0.938,2.28491213599215e-15,0.01920290369414868,0.000554561933514349,4.484129670218442e-09,1.528296100253074e-06,0.0,0.0,0.01417481398553644,2.1396815780777253e-08,0.05079633338586624,3.3822472955660445e-16,5.167557990927829e-26,0.0014398480524537205,1.718376217007156e-28,2.375140927051388e-05
1.8159440204460496e-05,0.0505958752244895,5.956263248754961e-08,4.001581278640249e-06,7.156776527293287e-07,1.375492788070829e-30,3.014690983181431e-05,0.938,2.2877977818225722e-15,0.01920176958364158,0.0005553101352175004,4.483669170271356e-09,1.527540607249624e-06,0.0,0.0,0.014175198497214228,2.11991421783517e-08,0.050797467856750135,3.396176816364944e-16,5.180955695275725e-26,0.0014391011802611523,1.7236448138273805e-28,2.3737334272475622e-05
1.817353787647069e-05,0.0505958752244895,5.94661136869537e-08,4.001101300771107e-06,7.15713071684778e-07,1.3795307094993123e-30,3.0149623862615768e-05,0.938,2.2906821350730016e-15,0.01920063581498042,0.0005560581334255474,4.48320474987842e-09,1.526785285750882e-06,0.0,0.0,0.01417558285050017,2.100328420151377e-08,0.0507986019821727,3.410143918778745e-16,5.194370008652316e-26,0.001438354513871268,1.7289202122687342e-28,2.372328572256203e-05
1.8187635548480882e-05,0.0505958752244895,5.9369840244662076e-08,4.00061860652849e-06,7.157484786683599e-07,1.3835735293968425e-30,3.0152360183987486e-05,0.938,2.2935651944976573e-15,0.01919950238882933,0.0005568059276860858,4.482736424664594e-09,1.5260301362188637e-06,0.0,0.0,0.014175967045247906,2.0809225276103657e-08,0.050799735761502984,3.4241486431816187e-16,5.207800922625675e-26,0.0014376080537279409,1.7342024007070747e-28,2.3709263618628618e-05
1.8201733220491075e-05,0.0505958752244895,5.927381126930706e-08,4.000133204845111e-06,7.157838736627268e-07,1.3876212393380478e-30,3.0155118722346676e-05,0.938,2.2964469588592016e-15,0.019198369305849287,0.0005575535175486599,4.4822642102052745e-09,1.5252751591138321e-06,0.0,0.0,0.014176351081311992,2.061694897828153e-08,0.05080086919411284,3.438191029883631e-16,5.221248428756809e-26,0.0014368618002731253,1.7394913675096881e-28,2.369526795840853e-05
1.8215830892501267e-05,0.0505958752244895,5.917802587372295e-08,3.99964510462232e-06,7.158192566506176e-07,1.3916738308927869e-30,3.0157899404423523e-05,0.938,2.2993274269287037e-15,0.019197236566698132,0.000558300902564755,4.4817881220264444e-09,1.5245203548943053e-06,0.0,0.0,0.014176734958547911,2.042643903317344e-08,0.05080200227937698,3.452271119130727e-16,5.234712518599706e-26,0.001436115753946862,1.7447871010354147e-28,2.3681298739513395e-05
1.822992856451146e-05,0.0505958752244895,5.9082483174922135e-08,3.999154314730237e-06,7.158546276148566e-07,1.3957312956262316e-30,3.0160702157259483e-05,0.938,2.3022065974856063e-15,0.019196104172030555,0.0005590480822877908,4.481308175604816e-09,1.5237657240170642e-06,0.0,0.0,0.014177118676812057,2.0237679313529367e-08,0.05080313501667297,3.466388951104728e-16,5.248193183701377e-26,0.0014353699151872887,1.7500895896347718e-28,2.366735595943402e-05
1.8244026236521653e-05,0.0505958752244895,5.8987182294071366e-08,3.998660844007929e-06,7.158899865383539e-07,1.39979362509894e-30,3.0163526908205583e-05,0.938,2.305084469317676e-15,0.01919497212249815,0.0005597950562731116,4.480824386367978e-09,1.5230112669371588e-06,0.0,0.0,0.014177502235961741,2.0050653838393222e-08,0.05080426740538119,3.480544565923311e-16,5.26169041560191e-26,0.0014346242844306453,1.7553988216500773e-28,2.3653439615541248e-05
1.8258123908531846e-05,0.0505958752244895,5.8892122356467484e-08,3.998164701263542e-06,7.159253334041053e-07,1.4038608108669358e-30,3.016637358492074e-05,0.938,2.3079610412209866e-15,0.019193840418749396,0.0005605418240779811,4.480336769694508e-09,1.5222569841079095e-06,0.0,0.0,0.014177885635855175,1.986534677178482e-08,0.05080539944488483,3.494738003639998e-16,5.275204205834524e-26,0.0014338788621112808,1.7607147854155698e-28,2.363954970508672e-05
1.827222158054204e-05,0.0505958752244895,5.879730249151434e-08,3.9976658952744644e-06,7.159606681951906e-07,1.4079328444817875e-30,3.0169242115370015e-05,0.938,2.3108363119998667e-15,0.019192709061429676,0.0005612883852615738,4.479845340914144e-09,1.5215028759809214e-06,0.0,0.0,0.01417826887635147,1.968174242139357e-08,0.050806531134569885,3.508969304244146e-16,5.28873454592561e-26,0.0014331336486616637,1.7660374692575343e-28,2.3625686225203623e-05
1.828631925255223e-05,0.0505958752244895,5.870272183269923e-08,3.9971644347874696e-06,7.15995990894774e-07,1.4120097174906824e-30,3.0172132427823036e-05,0.938,2.313710280466866e-15,0.019191578051181303,0.0005620347393849668,4.479350115307916e-09,1.5207489430060864e-06,0.0,0.0,0.014178651957310643,1.949982523728391e-08,0.050807662473825156,3.523238507660942e-16,5.302281427394792e-26,0.001432388644512386,1.7713668614944204e-28,2.3611849172907492e-05
1.8300416924562424e-05,0.0505958752244895,5.860837951756947e-08,3.996660328518869e-06,7.160313014861038e-07,1.4160914214365076e-30,3.017504445085227e-05,0.938,2.3165829454427325e-15,0.019190447388643526,0.0005627808860111344,4.478851108108273e-09,1.519995185631585e-06,0.0,0.0,0.014179034878593592,1.931957981061226e-08,0.05080879346204219,3.5375456537513797e-16,5.315844841754965e-26,0.0014316438500921712,1.7767029504369644e-28,2.359803854509697e-05
1.8314514596572617e-05,0.0505958752244895,5.851427468770938e-08,3.9961535851546585e-06,7.160665999525121e-07,1.4201779478579222e-30,3.017797811333138e-05,0.938,2.3194543057563605e-15,0.019189317074452546,0.0005635268247049388,4.4783483344992365e-09,1.5192416043039012e-06,0.0,0.0,0.014179417640062112,1.9140990872355556e-08,0.050809924098615365,3.5518907823122606e-16,5.329424780512357e-26,0.0014308992658278825,1.7820457243883077e-28,2.3584254338554547e-05
1.832861226858281e-05,0.0505958752244895,5.842040648871731e-08,3.995644213350668e-06,7.161018862774147e-07,1.4242692882894356e-30,3.0180933344433616e-05,0.938,2.322324360244764e-15,0.01918818710924153,0.0005642725550331246,4.477841809616537e-09,1.5184881994678233e-06,0.0,0.0,0.01417980024157888,1.8964043292051058e-08,0.05081105438294173,3.5662739330761786e-16,5.343021235166557e-26,0.00143015489214453,1.7873951716441199e-28,2.3570496549947335e-05
1.8342709940593002e-05,0.0505958752244895,5.8326774070182865e-08,3.995132221732703e-06,7.16137160444309e-07,1.428365434261484e-30,3.018391007363016e-05,0.938,2.325193107753042e-15,0.019187057493640608,0.0005650180765643094,4.477331548547747e-09,1.517734971566451e-06,0.0,0.0,0.014180182683007447,1.878872207654748e-08,0.05081218431442118,3.580695145711515e-16,5.35663419721059e-26,0.0014294107294652773,1.7927512804927148e-28,2.3556765175827813e-05
1.8356807612603195e-05,0.0505958752244895,5.823337658566427e-08,3.994617618896694e-06,7.161724224367759e-07,1.4324663773005026e-30,3.018690823068851e-05,0.938,2.3280605471343355e-15,0.019185928228276916,0.0005657633888689783,4.4768175663324255e-09,1.516981921041203e-06,0.0,0.0,0.014180564964212248,1.861501236876732e-08,0.050813313892456274,3.595154459822422e-16,5.37026365813094e-26,0.0014286667782114485,1.7981140392151695e-28,2.3543060212634573e-05
1.8370905284613388e-05,0.0505958752244895,5.814021319266559e-08,3.994100413408843e-06,7.162076722384783e-07,1.4365721089290041e-30,3.0189927745670863e-05,0.938,2.3309266772498057e-15,0.019184799313774578,0.0005665084915194761,4.476299877962257e-09,1.5162290483318198e-06,0.0,0.0,0.014180947085058576,1.8442899446480228e-08,0.050814443116452335,3.609651914948819e-16,5.383909609407621e-26,0.0014279230388025352,1.8034834360854449e-28,2.3529381656693057e-05
1.838500295662358e-05,0.0505958752244895,5.8047283052614726e-08,3.993580613805754e-06,7.162429098331608e-07,1.4406826206656533e-30,3.019296854893254e-05,0.938,2.3337914969685863e-15,0.01918367075075475,0.0005672533840899998,4.4757784983811905e-09,1.5154763538763731e-06,0.0,0.0,0.014181329045412602,1.827236872108737e-08,0.050815571985817404,3.624187550566387e-16,5.397572042514207e-26,0.0014271795116562044,1.808859459370499e-28,2.3515729504216303e-05
1.8399100628633774e-05,0.0505958752244895,5.7954585330840874e-08,3.993058228594594e-06,7.162781352046494e-07,1.444797904025339e-30,3.019603057112036e-05,0.938,2.336655005167758e-15,0.019182542539835607,0.0005679980661565918,4.475253442485565e-09,1.5147238381112702e-06,0.0,0.0,0.014181710845141348,1.810340573641669e-08,0.050816700499962196,3.638761406086549e-16,5.41125094891789e-26,0.0014264361971883046,1.814242097330409e-28,2.3502103751305683e-05
1.8413198300643966e-05,0.0505958752244895,5.786211919655285e-08,3.9925332662532185e-06,7.16313348336851e-07,1.448917950519249e-30,3.019911374317111e-05,0.938,2.3395172007323042e-15,0.01918141468163236,0.0005687425372971325,4.474724725124267e-09,1.5139715014712602e-06,0.0,0.0,0.014182092484112703,1.793599616752891e-08,0.05081782865830017,3.6533735208564787e-16,5.424946320079526e-26,0.0014256930958128737,1.8196313382184816e-28,2.3488504393951596e-05
1.842729597265416e-05,0.0505958752244895,5.776988382281657e-08,3.992005735230325e-06,7.163485492137534e-07,1.4530427516549446e-30,3.020221799630991e-05,0.938,2.342378082555093e-15,0.019180287176757287,0.0005694867970913337,4.474192361098852e-09,1.5132193443894398e-06,0.0,0.0,0.014182473962195397,1.7770125819534297e-08,0.05081895646024742,3.668023934159077e-16,5.438658147453671e-26,0.0014249502079421448,1.8250271702813757e-28,2.3474931428034245e-05
1.8441393644664352e-05,0.0505958752244895,5.7677878386533966e-08,3.9914756439455815e-06,7.163837378194249e-07,1.4571722989364344e-30,3.0205343262048695e-05,0.938,2.3452376495368257e-15,0.01917916002581973,0.0005702308451207312,4.473656365163696e-09,1.5124673672972605e-06,0.0,0.0,0.014182855279259023,1.7605780626419922e-08,0.05082008390522275,3.6827126852129767e-16,5.452386422488653e-26,0.0014242075339865549,1.8304295817592123e-28,2.3461384849324305e-05
1.8455491316674545e-05,0.0505958752244895,5.7586102068420684e-08,3.990943000789775e-06,7.164189141380136e-07,1.461306583864246e-30,3.0208489472184673e-05,0.938,2.3480959005860104e-15,0.019178033229426097,0.0005709746809686775,4.473116752026118e-09,1.511715570624533e-06,0.0,0.0,0.014183236435174008,1.7442946649887507e-08,0.05082121099264764,3.697439813172528e-16,5.466131136626595e-26,0.0014234650743547494,1.8358385608856925e-28,2.344786465348367e-05
1.8469588988684738e-05,0.0505958752244895,5.7494554052985156e-08,3.990407814124944e-06,7.164540781537473e-07,1.4654455979354987e-30,3.0211656558798742e-05,0.938,2.3509528346189324e-15,0.019176906788179914,0.0005717183042203357,4.472573536346529e-09,1.5109639547994345e-06,0.0,0.0,0.014183617429811625,1.728161007820166e-08,0.050822337721946165,3.712205357127795e-16,5.479892281303467e-26,0.001422722829453591,1.8412540958882099e-28,2.343437083606615e-05
1.848368666069493e-05,0.0505958752244895,5.7403233528506624e-08,3.9898700922845125e-06,7.16489229850933e-07,1.4695893326439782e-30,3.0214844454254006e-05,0.938,2.353808450559615e-15,0.019175780702681784,0.0005724617144626717,4.472026732738553e-09,1.5102125202485115e-06,0.0,0.0,0.014183998263043979,1.712175722504837e-08,0.05082346409254511,3.7270093561045523e-16,5.493669847949147e-26,0.001421980799688165,1.8466761749879662e-28,2.3420903392518188e-05
1.8497784332705123e-05,0.0505958752244895,5.731213968701471e-08,3.9893298435734345e-06,7.16524369213957e-07,1.4737377794802053e-30,3.0218053091194213e-05,0.938,2.356662747339787e-15,0.019174654973529454,0.0005732049112844473,4.471476355769186e-09,1.5094612673966891e-06,0.0,0.0,0.014184378934744007,1.6963374528403807e-08,0.05082459010387384,3.741851849064273e-16,5.507463827987449e-26,0.0014212389854617884,1.8521047864000836e-28,2.3407462318179533e-05
1.8511882004715316e-05,0.0505958752244895,5.722127172426743e-08,3.988787076268326e-06,7.165594962272833e-07,1.4778909299315101e-30,3.0221282402542263e-05,0.938,2.359515723898849e-15,0.019173529601317785,0.000573947894276214,4.47092241995891e-09,1.508710196667277e-06,0.0,0.0,0.014184759444785481,1.680644854941316e-08,0.05082571575536439,3.7567328749041277e-16,5.521274212836177e-26,0.001420497387176013,1.8575399183337179e-28,2.3394047608283984e-05
1.852597967672551e-05,0.0505958752244895,5.7130628839731183e-08,3.988241798617596e-06,7.165946108754558e-07,1.482048775482103e-30,3.0224532321498703e-05,0.938,2.3623673791838416e-15,0.019172404586638776,0.0005746906630303057,4.4703649397818455e-09,1.5079593084819717e-06,0.0,0.0,0.01418513979304299,1.6650965971279625e-08,0.050826841046451375,3.77165247245698e-16,5.535100993907173e-26,0.0014197560052306357,1.86298155899217e-28,2.338065925796004e-05
1.85400773487357e-05,0.0505958752244895,5.704021023655899e-08,3.987694018841586e-06,7.166297131430946e-07,1.4862113076131455e-30,3.0227802781540232e-05,0.938,2.3652177121494162e-15,0.019171279930081598,0.0005754332171408318,4.469803929665874e-09,1.507208603260865e-06,0.0,0.0,0.014185519979391941,1.6496913598163266e-08,0.05082796597657205,3.786610680491376e-16,5.548944162606364e-26,0.0014190148400237042,1.8684296965729994e-28,2.3367297262231593e-05
1.8554175020745894e-05,0.0505958752244895,5.695001512157082e-08,3.9871437451327005e-06,7.166648030148981e-07,1.4903785178028197e-30,3.0231093716418217e-05,0.938,2.3680667217577943e-15,0.019170155632232577,0.0005761755562036709,4.469239403992779e-09,1.5064580814224507e-06,0.0,0.0,0.014185900003708563,1.6344278354089742e-08,0.05082909054516621,3.8016075377115465e-16,5.562803710333792e-26,0.0014182738919515218,1.8738843192681322e-28,2.3353961616018647e-05
1.8568272692756087e-05,0.0505958752244895,5.6860042705231963e-08,3.9865909856555305e-06,7.166998804756423e-07,1.4945503975264012e-30,3.02344050601572e-05,0.938,2.3709144069787374e-15,0.0191690316936752,0.0005769176798164629,4.468671377098381e-09,1.505707743383626e-06,0.0,0.0,0.014186279865869894,1.6193047281868858e-08,0.050830214751676275,3.8166430827574006e-16,5.576679628483685e-26,0.0014175331614086559,1.8793454152639763e-28,2.334065231413797e-05
1.858237036476628e-05,0.0505958752244895,5.6770292201633975e-08,3.986035748547006e-06,7.167349455101798e-07,1.4987269382563277e-30,3.0237736747053466e-05,0.938,2.3737607667895187e-15,0.019167908114990185,0.0005776595875786039,4.46809986327268e-09,1.5049575895597022e-06,0.0,0.0,0.014186659565753781,1.604320754202276e-08,0.050831338595547254,3.831717354204517e-16,5.590571908444478e-26,0.001416792648787945,1.8848129727415273e-28,2.332736935130376e-05
1.8596468036776473e-05,0.0505958752244895,5.66807628284727e-08,3.9854780419165045e-06,7.167699981034396e-07,1.5029081314622687e-30,3.0241088711673546e-05,0.938,2.3766058001748874e-15,0.019166784896755426,0.0005784012790912383,4.467524876759971e-09,1.504207620364408e-06,0.0,0.0,0.014187039103238874,1.5894746411723756e-08,0.05083246207622667,3.8468303905641484e-16,5.604480541598878e-26,0.0014160523544805037,1.8902869798764823e-28,2.3314112722128338e-05
1.8610565708786666e-05,0.0505958752244895,5.65914538070302e-08,3.984917873845988e-06,7.168050382404274e-07,1.5070939686111954e-30,3.0244460888852806e-05,0.938,2.379449506127039e-15,0.019165662039546037,0.0005791427539572527,4.46694643175899e-09,1.5034578362098935e-06,0.0,0.0,0.01418741847820462,1.5747651283741655e-08,0.050833585193164624,3.8619822302832107e-16,5.618405519323892e-26,0.0014153122788757298,1.8957674248393442e-28,2.3300882421122823e-05
1.862466338079686e-05,0.0505958752244895,5.650236436215231e-08,3.984355252390138e-06,7.168400659062245e-07,1.5112844411674512e-30,3.024785321369399e-05,0.938,2.382291883645577e-15,0.019164539543934357,0.0005798840117812687,4.46636454242305e-09,1.502708237506739e-06,0.0,0.0,0.014187797690531271,1.5601909665400533e-08,0.050834707945813754,3.8771729117442886e-16,5.632346832990878e-26,0.0014145724223613122,1.9012542957955364e-28,2.3287678442697766e-05
1.863876105280705e-05,0.0505958752244895,5.6413493722231614e-08,3.9837901855764755e-06,7.168750810859877e-07,1.5154795405928159e-30,3.025126562156577e-05,0.938,2.38513293173749e-15,0.01916341741048997,0.0005806250521696372,4.46577922286017e-09,1.5019588246639575e-06,0.0,0.0,0.014188176740099855,1.545750917754483e-08,0.05083583033362926,3.892402473265623e-16,5.646304473965596e-26,0.001413832785323234,1.9067475809055045e-28,2.3274500781163842e-05
1.8652858724817244e-05,0.0505958752244895,5.632484111918435e-08,3.983222681405491e-06,7.169100837649489e-07,1.5196792583465811e-30,3.025469804810136e-05,0.938,2.3879726494171087e-15,0.019162295639779687,0.000581365874730431,4.465190487133214e-09,1.5012095980890054e-06,0.0,0.0,0.014188555626792209,1.5314437553514734e-08,0.050836952356068846,3.9076709531011164e-16,5.660278433608243e-26,0.0014130933681457834,1.9122472683248305e-28,2.3261349430732464e-05
1.8666956396827437e-05,0.0505958752244895,5.62364057884349e-08,3.982652747850769e-06,7.16945073928416e-07,1.5238835858856119e-30,3.025815042919709e-05,0.938,2.39081103570609e-15,0.019161174232367618,0.0005821064790734385,4.464598349260006e-09,1.5004605581877797e-06,0.0,0.0,0.014188934350490932,1.517268263813077e-08,0.050838074012592716,3.9229783894403284e-16,5.674268703273498e-26,0.0014123541712115566,1.9177533462043332e-28,2.3248224385516473e-05
1.868105406883763e-05,0.0505958752244895,5.6148186968891065e-08,3.982080392859124e-06,7.169800515617707e-07,1.5280925146644196e-30,3.026162270101098e-05,0.938,2.3936480896333707e-15,0.019160053188815116,0.0005828468648101577,4.464002823213493e-09,1.4997117053646318e-06,0.0,0.0,0.014189312911079426,1.503223238668743e-08,0.05083919530266362,3.9383248204084714e-16,5.688275274310577e-26,0.001411615194901466,1.9232658026901824e-28,2.3235125639530792e-05
1.8695151740847822e-05,0.0505958752244895,5.606018390293145e-08,3.981505624350703e-06,7.170150166504689e-07,1.5323060361352257e-30,3.0265114799961383e-05,0.938,2.396483810235142e-15,0.019158932509680832,0.0005835870315537887,4.463403922921848e-09,1.4989630400223684e-06,0.0,0.0,0.014189691308441854,1.4893074863955896e-08,0.05084031622574676,3.953710284066415e-16,5.702298138063256e-26,0.0014108764395947455,1.9287846259239981e-28,2.322205318669302e-05
1.8709249412858015e-05,0.0505958752244895,5.597239583637743e-08,3.980928450219139e-06,7.170499691800406e-07,1.5365241417480319e-30,3.026862666272557e-05,0.938,2.399318196554822e-15,0.019157812195520707,0.0005843269789192288,4.462801662268622e-09,1.498214562562258e-06,0.0,0.0,0.01419006954246316,1.4755198243195616e-08,0.05084143678130984,3.969134818410678e-16,5.716337285869933e-26,0.001410137905668958,1.9343098040429609e-28,2.3209007020824122e-05
1.8723347084868208e-05,0.0505958752244895,5.5884822018485604e-08,3.980348878331639e-06,7.170849091360897e-07,1.5407468229506847e-30,3.0272158226238346e-05,0.938,2.4021512476430193e-15,0.019156692246888003,0.000585066706523064,4.462196055092854e-09,1.4974662733840354e-06,0.0,0.0,0.014190447613029051,1.4618590805174849e-08,0.05084255696882307,3.9845984613734336e-16,5.730392709063663e-26,0.0014093995935000004,1.9398413251799136e-28,2.3195987135649024e-05
1.87374447568784e-05,0.0505958752244895,5.579746170191348e-08,3.979766916529151e-06,7.171198365042933e-07,1.5449740711889445e-30,3.027570942769071e-05,0.938,2.4049829625575046e-15,0.01915557266433328,0.000585806213983565,4.461587115189251e-09,1.4967181728859093e-06,0.0,0.0,0.014190825520026006,1.448324093719988e-08,0.050843676787759105,4.0001012508225053e-16,5.744464398972206e-26,0.0014086615034621106,1.9453791774634706e-28,2.3182993524797283e-05
1.8751542428888594e-05,0.0505958752244895,5.571031414272098e-08,3.9791825726264264e-06,7.171547512704018e-07,1.5492058779065495e-30,3.027928020452847e-05,0.938,2.4078133403631767e-15,0.019154453448404444,0.0005865455009206784,4.460974856308232e-09,1.4959702614645664e-06,0.0,0.0,0.01419120326334126,1.434913713215303e-08,0.05084479623759304,4.015643224561368e-16,5.758552346918058e-26,0.0014079236359278745,1.9509233490181183e-28,2.31700261818037e-05
1.8765640100898786e-05,0.0505958752244895,5.5623378600324466e-08,3.978595854412217e-06,7.171896534202378e-07,1.5534422345452827e-30,3.0282870494450894e-05,0.938,2.4106423801320407e-15,0.019153334599646743,0.0005872845669560224,4.460359292156176e-09,1.495222539515176e-06,0.0,0.0,0.014191580842862813,1.4216267987539231e-08,0.05084591531780244,4.031224420329148e-16,5.772656544218511e-26,0.0014071859912682307,1.9564738279643183e-28,2.315708510010892e-05
